sgRNA_TF	WMW_pValue	sgRNA	TF	WMW_qValue	WMW_logFDR	diff_med	Diff	sign_WMW_logFDR
sgNFKB2_sgGuide1__SCXB_93	0.00237931970342839	sgNFKB2_sgGuide1	SCXB_93	0.00787075339156922	2.10398369481487	-0.179455996697848	non_significant	-2.10398369481487
sgNFKB2_sgGuide1__SHOX2_521	7.62237398754809e-05	sgNFKB2_sgGuide1	SHOX2_521	0.000397093734680649	3.4011069651524	0.204336948075587	non_significant	3.4011069651524
sgNFKB2_sgGuide1__SHOX_556	0.0278712179115194	sgNFKB2_sgGuide1	SHOX_556	0.0580094726866553	1.23650108230549	0.10613477054025	non_significant	1.23650108230549
sgNFKB2_sgGuide1__SIM1_31	0.0364247854136539	sgNFKB2_sgGuide1	SIM1_31	0.0710528325333607	1.14841860416736	-0.0807801901825226	non_significant	-1.14841860416736
sgNFKB2_sgGuide1__SIM2_61	0.0364247854136539	sgNFKB2_sgGuide1	SIM2_61	0.0710528325333607	1.14841860416736	-0.0807801901825226	non_significant	-1.14841860416736
sgNFKB2_sgGuide1__SIX1_459	0.00583826347428213	sgNFKB2_sgGuide1	SIX1_459	0.0166534072872966	1.77849689641107	-0.119684557082764	non_significant	-1.77849689641107
sgNFKB2_sgGuide1__SIX2_528	0.00104375585187776	sgNFKB2_sgGuide1	SIX2_528	0.00389140978150988	2.40989303378687	-0.282752753782949	significant	-2.40989303378687
sgNFKB2_sgGuide1__SIX3_480	0.00270157071152782	sgNFKB2_sgGuide1	SIX3_480	0.00880287085778728	2.05537566939918	-0.180338888827351	non_significant	-2.05537566939918
sgNFKB2_sgGuide1__SIX4_407	0.000406732692813124	sgNFKB2_sgGuide1	SIX4_407	0.00178715880175464	2.74783685563002	-0.235194980080919	non_significant	-2.74783685563002
sgNFKB2_sgGuide1__SIX5_540	0.000497264391450743	sgNFKB2_sgGuide1	SIX5_540	0.00211034156371779	2.67564724743563	0.241485332254047	non_significant	2.67564724743563
sgNFKB2_sgGuide1__SIX6_552	0.00328809283012159	sgNFKB2_sgGuide1	SIX6_552	0.0103272229682519	1.98601644631247	-0.180344448980761	non_significant	-1.98601644631247
sgNFKB2_sgGuide1__SMAD1_744	0.034240926115465	sgNFKB2_sgGuide1	SMAD1_744	0.0683247837625104	1.16542173410873	-0.114196368644041	non_significant	-1.16542173410873
sgNFKB2_sgGuide1__SMAD2_745	0.0647567582964192	sgNFKB2_sgGuide1	SMAD2_745	0.110849003806361	0.955268205511553	-0.115856984289945	non_significant	-0.955268205511553
sgNFKB2_sgGuide1__SMAD3_743	0.0500404821773816	sgNFKB2_sgGuide1	SMAD3_743	0.0906983739465041	1.04240049896406	-0.149944672087855	non_significant	-1.04240049896406
sgNFKB2_sgGuide1__SMAD4_739	4.11697104019389e-07	sgNFKB2_sgGuide1	SMAD4_739	4.11697104019389e-06	5.385422187928	-0.303089272485693	significant	-5.385422187928
sgNFKB2_sgGuide1__SMAD5_866	0.23780921796474	sgNFKB2_sgGuide1	SMAD5_866	0.296835035336189	0.527484840740739	0.034981813714828	non_significant	0.527484840740739
sgNFKB2_sgGuide1__SMAD9_867	4.42565708134644e-06	sgNFKB2_sgGuide1	SMAD9_867	3.5002924188831e-05	4.45589567262044	-0.280269391420503	significant	-4.45589567262044
sgNFKB2_sgGuide1__SMARCC1_651	0.0608583467489446	sgNFKB2_sgGuide1	SMARCC1_651	0.106963154892085	0.970765795985258	-0.34794465559064	non_significant	-0.970765795985258
sgNFKB2_sgGuide1__SMARCC2_650	0.00871423752677511	sgNFKB2_sgGuide1	SMARCC2_650	0.0236918332759198	1.62540133223584	0.191481677069264	non_significant	1.62540133223584
sgNFKB2_sgGuide1__SNAI1_199	6.10203025144006e-06	sgNFKB2_sgGuide1	SNAI1_199	4.53740711004517e-05	4.34319225275643	-0.283709953014666	significant	-4.34319225275643
sgNFKB2_sgGuide1__SNAI2_161	0.0093411616952279	sgNFKB2_sgGuide1	SNAI2_161	0.0253171672113653	1.59658489001717	-0.133299420235529	non_significant	-1.59658489001717
sgNFKB2_sgGuide1__SNAI3_268	0.0420578919022307	sgNFKB2_sgGuide1	SNAI3_268	0.0784798102631214	1.10524205559981	-0.0946771941537459	non_significant	-1.10524205559981
sgNFKB2_sgGuide1__SOHLH2_819	0.49385415709769	sgNFKB2_sgGuide1	SOHLH2_819	0.496135238654723	0.304399925534281	0.0671186604426802	non_significant	0.304399925534281
sgNFKB2_sgGuide1__SOX10_751	0.457980610531391	sgNFKB2_sgGuide1	SOX10_751	0.472089017964823	0.325976102285864	-0.037698551884599	non_significant	-0.325976102285864
sgNFKB2_sgGuide1__SOX11_767	0.258889132651448	sgNFKB2_sgGuide1	SOX11_767	0.316784170754937	0.499236527605071	0.016595088254039	non_significant	0.499236527605071
sgNFKB2_sgGuide1__SOX12_768	0.269944706105256	sgNFKB2_sgGuide1	SOX12_768	0.324152754813401	0.489250283192113	0.0415872885475043	non_significant	0.489250283192113
sgNFKB2_sgGuide1__SOX13_761	0.407679244668331	sgNFKB2_sgGuide1	SOX13_761	0.437877707236355	0.358647164583356	-0.0158058424087504	non_significant	-0.358647164583356
sgNFKB2_sgGuide1__SOX14_765	0.296244504604013	sgNFKB2_sgGuide1	SOX14_765	0.346414944899854	0.460403380085603	-0.0467938271249319	non_significant	-0.460403380085603
sgNFKB2_sgGuide1__SOX15_757	0.0273731100534113	sgNFKB2_sgGuide1	SOX15_757	0.057552473169975	1.23993600894132	-0.130431014229514	non_significant	-1.23993600894132
sgNFKB2_sgGuide1__SOX1_770	0.0825812774804277	sgNFKB2_sgGuide1	SOX1_770	0.134542530726539	0.871140407556781	-0.105424353107005	non_significant	-0.871140407556781
sgNFKB2_sgGuide1__SOX17_764	0.122872310189958	sgNFKB2_sgGuide1	SOX17_764	0.18211057898682	0.739664824868722	-0.0174556399935185	non_significant	-0.739664824868722
sgNFKB2_sgGuide1__SOX18_772	0.276150260165972	sgNFKB2_sgGuide1	SOX18_772	0.328660364356218	0.483252667622955	-0.0318086121854742	non_significant	-0.483252667622955
sgNFKB2_sgGuide1__SOX21_755	0.355931067308722	sgNFKB2_sgGuide1	SOX21_755	0.398532855287759	0.399535869294239	0.0615657112672047	non_significant	0.399535869294239
sgNFKB2_sgGuide1__SOX2_769	0.114329993852339	sgNFKB2_sgGuide1	SOX2_769	0.173287621344138	0.761232459640059	-0.0543195980487854	non_significant	-0.761232459640059
sgNFKB2_sgGuide1__SOX30_747	0.259890929932811	sgNFKB2_sgGuide1	SOX30_747	0.317563355395429	0.498169617919172	0.0734868135562168	non_significant	0.498169617919172
sgNFKB2_sgGuide1__SOX3_759	0.114308648138755	sgNFKB2_sgGuide1	SOX3_759	0.173287621344138	0.761232459640059	0.00145128345036799	non_significant	0.761232459640059
sgNFKB2_sgGuide1__SOX4_754	1.29242360547713e-05	sgNFKB2_sgGuide1	SOX4_754	8.78444169347736e-05	4.05628583543756	0.243525294047688	non_significant	4.05628583543756
sgNFKB2_sgGuide1__SOX5_758	0.240069639104947	sgNFKB2_sgGuide1	SOX5_758	0.298372265744719	0.525241547800594	0.019921138338894	non_significant	0.525241547800594
sgNFKB2_sgGuide1__SOX6_868	0.240069639104947	sgNFKB2_sgGuide1	SOX6_868	0.298372265744719	0.525241547800594	0.019921138338894	non_significant	0.525241547800594
sgNFKB2_sgGuide1__SOX7_766	0.068059321614575	sgNFKB2_sgGuide1	SOX7_766	0.11408788016316	0.942760489305121	-0.116034975947844	non_significant	-0.942760489305121
sgNFKB2_sgGuide1__SOX8_746	0.413778111182136	sgNFKB2_sgGuide1	SOX8_746	0.441160486186836	0.355403393329567	-0.0438063072623467	non_significant	-0.355403393329567
sgNFKB2_sgGuide1__SOX9_756	0.0848578826914948	sgNFKB2_sgGuide1	SOX9_756	0.137223713646098	0.862570831663273	0.0826354775358313	non_significant	0.862570831663273
sgNFKB2_sgGuide1__SP1_267	8.56251584336468e-13	sgNFKB2_sgGuide1	SP1_267	3.1039119932197e-11	10.5080906010095	0.350005601256881	significant	10.5080906010095
sgNFKB2_sgGuide1__SP2_232	1.10862940955116e-12	sgNFKB2_sgGuide1	SP2_232	3.85803034523803e-11	10.4136343607467	0.277261092673129	significant	10.4136343607467
sgNFKB2_sgGuide1__SP3_247	4.76926911404311e-11	sgNFKB2_sgGuide1	SP3_247	1.2068887133415e-09	8.91833277415279	0.31329299493651	significant	8.91833277415279
sgNFKB2_sgGuide1__SP4_180	2.49262089849092e-06	sgNFKB2_sgGuide1	SP4_180	2.04583036008217e-05	4.68913038075809	0.275859048459189	significant	4.68913038075809
sgNFKB2_sgGuide1__SP5_279	1.2810616811687e-06	sgNFKB2_sgGuide1	SP5_279	1.12578147739067e-05	4.94854590111301	0.289687100012521	significant	4.94854590111301
sgNFKB2_sgGuide1__SP6_275	1.2810616811687e-06	sgNFKB2_sgGuide1	SP6_275	1.12578147739067e-05	4.94854590111301	0.289687100012521	significant	4.94854590111301
sgNFKB2_sgGuide1__SP7_241	1.09557696898589e-10	sgNFKB2_sgGuide1	SP7_241	2.32476088540908e-09	8.63362171008059	0.332740793604993	significant	8.63362171008059
sgNFKB2_sgGuide1__SP8_226	1.09557696898589e-10	sgNFKB2_sgGuide1	SP8_226	2.32476088540908e-09	8.63362171008059	0.332740793604993	significant	8.63362171008059
sgNFKB2_sgGuide1__SP9_283	1.09557696898589e-10	sgNFKB2_sgGuide1	SP9_283	2.32476088540908e-09	8.63362171008059	0.332740793604993	significant	8.63362171008059
sgNFKB2_sgGuide1__SPDEF_330	4.65143821605356e-06	sgNFKB2_sgGuide1	SPDEF_330	3.64572184501495e-05	4.43821646946693	0.253525813201709	significant	4.43821646946693
sgNFKB2_sgGuide1__SPI1_322	0.0208882695379764	sgNFKB2_sgGuide1	SPI1_322	0.0495171512208161	1.30524434873487	0.155503662870502	non_significant	1.30524434873487
sgNFKB2_sgGuide1__SPIB_336	7.03143079542875e-06	sgNFKB2_sgGuide1	SPIB_336	5.01421704264181e-05	4.29979687133879	0.259589839319224	significant	4.29979687133879
sgNFKB2_sgGuide1__SPIC_344	1.33188473040332e-08	sgNFKB2_sgGuide1	SPIC_344	1.96396561940829e-07	6.70686611911116	0.350934004651271	significant	6.70686611911116
sgNFKB2_sgGuide1__SPZ1_810	0.00252758580187539	sgNFKB2_sgGuide1	SPZ1_810	0.00829811187785505	2.0810207141675	0.15889062758307	non_significant	2.0810207141675
sgNFKB2_sgGuide1__SREBF1_22	0.00123262892126308	sgNFKB2_sgGuide1	SREBF1_22	0.00450582840965915	2.34622535104031	-0.21225753739885	non_significant	-2.34622535104031
sgNFKB2_sgGuide1__SREBF2_99	2.1224276403592e-05	sgNFKB2_sgGuide1	SREBF2_99	0.000130958301213653	3.88286696721189	-0.310207915121037	significant	-3.88286696721189
sgNFKB2_sgGuide1__SRF_641	5.45468417019545e-06	sgNFKB2_sgGuide1	SRF_641	4.12658715484351e-05	4.3844089780191	0.219566920872178	non_significant	4.3844089780191
sgNFKB2_sgGuide1__SRY_771	0.227783216226682	sgNFKB2_sgGuide1	SRY_771	0.287629817963068	0.541166093582753	-0.07267839910506	non_significant	-0.541166093582753
sgNFKB2_sgGuide1__STAT1_773	4.00098693624645e-06	sgNFKB2_sgGuide1	STAT1_773	3.19344828856368e-05	4.49574011196984	0.374201292768079	significant	4.49574011196984
sgNFKB2_sgGuide1__STAT2_778	0.429460343987366	sgNFKB2_sgGuide1	STAT2_778	0.454538320278599	0.342429497295702	0.030025060604348	non_significant	0.342429497295702
sgNFKB2_sgGuide1__STAT3_777	2.49523686040911e-05	sgNFKB2_sgGuide1	STAT3_777	0.000148688771818899	3.8277218258372	0.332144295828974	significant	3.8277218258372
sgNFKB2_sgGuide1__STAT4_775	0.000197731536775349	sgNFKB2_sgGuide1	STAT4_775	0.000940035174833627	3.02685589538931	0.221450424351904	non_significant	3.02685589538931
sgNFKB2_sgGuide1__STAT5A_774	0.183735509357064	sgNFKB2_sgGuide1	STAT5A_774	0.245168547761727	0.610535245449164	0.095369171309046	non_significant	0.610535245449164
sgNFKB2_sgGuide1__STAT5B_779	0.037198512734217	sgNFKB2_sgGuide1	STAT5B_779	0.0715989072539133	1.14509360586557	0.180491599828312	non_significant	1.14509360586557
sgNFKB2_sgGuide1__STAT6_776	0.000613939711895552	sgNFKB2_sgGuide1	STAT6_776	0.00251946957240156	2.59869088224487	0.241493753589054	non_significant	2.59869088224487
sgNFKB2_sgGuide1__T_789	0.0225978172734631	sgNFKB2_sgGuide1	T_789	0.0499234075719756	1.30169577911091	-0.0886788187096523	non_significant	-1.30169577911091
sgNFKB2_sgGuide1__TAL1_62	0.000107461664041209	sgNFKB2_sgGuide1	TAL1_62	0.000534237986947722	3.27226523474363	-0.221210703568565	non_significant	-3.27226523474363
sgNFKB2_sgGuide1__TAL2_822	0.000107461664041209	sgNFKB2_sgGuide1	TAL2_822	0.000534237986947722	3.27226523474363	-0.221210703568565	non_significant	-3.27226523474363
sgNFKB2_sgGuide1__TBP_793	0.110262710676392	sgNFKB2_sgGuide1	TBP_793	0.168295716295545	0.773926938170838	0.06087724775314	non_significant	0.773926938170838
sgNFKB2_sgGuide1__TBPL2_794	0.00718477648391504	sgNFKB2_sgGuide1	TBPL2_794	0.0197808719652091	1.703754568081	0.144159962893166	non_significant	1.703754568081
sgNFKB2_sgGuide1__TBR1_786	1.85669746407443e-06	sgNFKB2_sgGuide1	TBR1_786	1.56827844052889e-05	4.80457682784434	-0.289885161698546	significant	-4.80457682784434
sgNFKB2_sgGuide1__TBX10_791	6.68318471448382e-08	sgNFKB2_sgGuide1	TBX10_791	8.07551486333461e-07	6.09282977919166	-0.418922707266077	significant	-6.09282977919166
sgNFKB2_sgGuide1__TBX15_782	0.0192170137319964	sgNFKB2_sgGuide1	TBX15_782	0.0461845357647428	1.33550341743733	-0.133735388030163	non_significant	-1.33550341743733
sgNFKB2_sgGuide1__TBX1_792	4.99402226210278e-11	sgNFKB2_sgGuide1	TBX1_792	1.2068887133415e-09	8.91833277415279	-0.327574743743808	significant	-8.91833277415279
sgNFKB2_sgGuide1__TBX18_869	0.0192170137319964	sgNFKB2_sgGuide1	TBX18_869	0.0461845357647428	1.33550341743733	-0.133735388030163	non_significant	-1.33550341743733
sgNFKB2_sgGuide1__TBX19_787	0.441721889054861	sgNFKB2_sgGuide1	TBX19_787	0.463009690937023	0.334409918968163	0.041178285560119	non_significant	0.334409918968163
sgNFKB2_sgGuide1__TBX20_790	2.40371229941133e-05	sgNFKB2_sgGuide1	TBX20_790	0.00014422273796468	3.84096626392927	-0.312229615728685	significant	-3.84096626392927
sgNFKB2_sgGuide1__TBX21_780	4.13065483534642e-05	sgNFKB2_sgGuide1	TBX21_780	0.000233025631551497	3.6325963063167	-0.23169285866242	non_significant	-3.6325963063167
sgNFKB2_sgGuide1__TBX22_870	0.0192170137319964	sgNFKB2_sgGuide1	TBX22_870	0.0461845357647428	1.33550341743733	-0.133735388030163	non_significant	-1.33550341743733
sgNFKB2_sgGuide1__TBX2_783	1.13634158313876e-06	sgNFKB2_sgGuide1	TBX2_783	1.03711339368781e-05	4.984173757053	-0.306168755995208	significant	-4.984173757053
sgNFKB2_sgGuide1__TBX3_785	1.85076879759455e-06	sgNFKB2_sgGuide1	TBX3_785	1.56827844052889e-05	4.80457682784434	-0.302717012959722	significant	-4.80457682784434
sgNFKB2_sgGuide1__TBX4_784	0.000954630125664272	sgNFKB2_sgGuide1	TBX4_784	0.0036109922144692	2.44237344793892	-0.146384476193781	non_significant	-2.44237344793892
sgNFKB2_sgGuide1__TBX5_781	0.000954630125664272	sgNFKB2_sgGuide1	TBX5_781	0.0036109922144692	2.44237344793892	-0.146384476193781	non_significant	-2.44237344793892
sgNFKB2_sgGuide1__TCF12_56	0.00483400867069741	sgNFKB2_sgGuide1	TCF12_56	0.0141602274192146	1.848929771638	-0.194182705750445	non_significant	-1.848929771638
sgNFKB2_sgGuide1__TCF15_46	0.00237931970342839	sgNFKB2_sgGuide1	TCF15_46	0.00787075339156922	2.10398369481487	-0.179455996697848	non_significant	-2.10398369481487
sgNFKB2_sgGuide1__TCF21_39	0.0802357079540332	sgNFKB2_sgGuide1	TCF21_39	0.131212529924829	0.882024690742512	-0.111231029735837	non_significant	-0.882024690742512
sgNFKB2_sgGuide1__TCF23_64	0.0979585397222979	sgNFKB2_sgGuide1	TCF23_64	0.153280448846042	0.814513236533578	-0.0260320445011651	non_significant	-0.814513236533578
sgNFKB2_sgGuide1__TCF3_21	4.87147088064423e-11	sgNFKB2_sgGuide1	TCF3_21	1.2068887133415e-09	8.91833277415279	-0.51982808256212	significant	-8.91833277415279
sgNFKB2_sgGuide1__TCF4_97	4.19242909161317e-13	sgNFKB2_sgGuide1	TCF4_97	1.6579151407743e-11	10.7804377022759	-0.58291593803397	significant	-10.7804377022759
sgNFKB2_sgGuide1__TCF7_750	0.0383888375985059	sgNFKB2_sgGuide1	TCF7_750	0.0730815945529543	1.13619198543014	0.107160324605894	non_significant	1.13619198543014
sgNFKB2_sgGuide1__TCF7L1_763	0.000220482963649539	sgNFKB2_sgGuide1	TCF7L1_763	0.00103129128158655	2.98661865370853	0.179748370138196	non_significant	2.98661865370853
sgNFKB2_sgGuide1__TCF7L2_762	0.00014871531626605	sgNFKB2_sgGuide1	TCF7L2_762	0.000722806285762365	3.14097807932632	0.247616108317711	non_significant	3.14097807932632
sgNFKB2_sgGuide1__TCFL5_25	0.00191761934898206	sgNFKB2_sgGuide1	TCFL5_25	0.00664672842077446	2.17739206573746	-0.161806586338193	non_significant	-2.17739206573746
sgNFKB2_sgGuide1__TEAD1_796	0.446084033710546	sgNFKB2_sgGuide1	TEAD1_796	0.465339459626109	0.33223011881583	0.0094425353520709	non_significant	0.33223011881583
sgNFKB2_sgGuide1__TEAD3_795	0.12262539895806	sgNFKB2_sgGuide1	TEAD3_795	0.18205477319712	0.739797930045089	0.0522336564424756	non_significant	0.739797930045089
sgNFKB2_sgGuide1__TEAD4_797	0.0997071530877214	sgNFKB2_sgGuide1	TEAD4_797	0.155359966083832	0.808660882245586	0.145428601841259	non_significant	0.808660882245586
sgNFKB2_sgGuide1__TEF_134	0.000651504403398661	sgNFKB2_sgGuide1	TEF_134	0.00264965865157558	2.57681007145405	0.177378564154462	non_significant	2.57681007145405
sgNFKB2_sgGuide1__TERF2_649	0.458725510882027	sgNFKB2_sgGuide1	TERF2_649	0.47229727155901	0.325784563316565	-0.0232122596127383	non_significant	-0.325784563316565
sgNFKB2_sgGuide1__TET1_302	0.412444838216126	sgNFKB2_sgGuide1	TET1_302	0.440278538954638	0.356272483381563	-0.044710132288124	non_significant	-0.356272483381563
sgNFKB2_sgGuide1__TFAP2A_5	0.150060351836962	sgNFKB2_sgGuide1	TFAP2A_5	0.20876517551312	0.680341945056051	0.0674764664598506	non_significant	0.680341945056051
sgNFKB2_sgGuide1__TFAP2B_1	0.297008522924414	sgNFKB2_sgGuide1	TFAP2B_1	0.346537039000046	0.460250339771795	0.004286862443803	non_significant	0.460250339771795
sgNFKB2_sgGuide1__TFAP2C_3	0.048088470798283	sgNFKB2_sgGuide1	TFAP2C_3	0.0878927932657693	1.05604673326776	-0.094185182576456	non_significant	-1.05604673326776
sgNFKB2_sgGuide1__TFAP2D_2	0.496321212121544	sgNFKB2_sgGuide1	TFAP2D_2	0.496805831718425	0.303813314867975	0.030507959027276	non_significant	0.303813314867975
sgNFKB2_sgGuide1__TFAP2E_4	0.0887681277720516	sgNFKB2_sgGuide1	TFAP2E_4	0.14248758516916	0.846222973742542	0.022712462864072	non_significant	0.846222973742542
sgNFKB2_sgGuide1__TFAP4_23	0.000845700018748615	sgNFKB2_sgGuide1	TFAP4_23	0.00327004007249464	2.48544692527346	-0.200611637050236	non_significant	-2.48544692527346
sgNFKB2_sgGuide1__TFCP2_392	0.302998544879224	sgNFKB2_sgGuide1	TFCP2_392	0.351702051866707	0.453825097956048	0.00364434293865901	non_significant	0.453825097956048
sgNFKB2_sgGuide1__TFCP2L1_858	0.0793345462236303	sgNFKB2_sgGuide1	TFCP2L1_858	0.130228406065204	0.885294274970491	-0.0816167717561991	non_significant	-0.885294274970491
sgNFKB2_sgGuide1__TFDP1_310	3.51776478471205e-08	sgNFKB2_sgGuide1	TFDP1_310	4.6370535798477e-07	6.33375788592482	0.33561400969172	significant	6.33375788592482
sgNFKB2_sgGuide1__TFDP2_308	3.51776478471205e-08	sgNFKB2_sgGuide1	TFDP2_308	4.6370535798477e-07	6.33375788592482	0.33561400969172	significant	6.33375788592482
sgNFKB2_sgGuide1__TFDP3_309	3.51776478471205e-08	sgNFKB2_sgGuide1	TFDP3_309	4.6370535798477e-07	6.33375788592482	0.33561400969172	significant	6.33375788592482
sgNFKB2_sgGuide1__TFE3_18	0.00760018553732006	sgNFKB2_sgGuide1	TFE3_18	0.0208585533674084	1.68071581510114	-0.086815171153381	non_significant	-1.68071581510114
sgNFKB2_sgGuide1__TFEB_32	0.0761853758475846	sgNFKB2_sgGuide1	TFEB_32	0.126010032295435	0.89959487712765	-0.058578214146696	non_significant	-0.89959487712765
sgNFKB2_sgGuide1__TFEC_27	0.000341213826959142	sgNFKB2_sgGuide1	TFEC_27	0.00151457157884925	2.81971019703257	-0.186118416720535	non_significant	-2.81971019703257
sgNFKB2_sgGuide1__TGIF1_541	0.120418855117652	sgNFKB2_sgGuide1	TGIF1_541	0.179084451200611	0.74694211962789	-0.1053377190473	non_significant	-0.74694211962789
sgNFKB2_sgGuide1__TGIF2_441	7.96370391918338e-08	sgNFKB2_sgGuide1	TGIF2_441	9.36273298606695e-07	6.02859736199696	-0.297926236901645	significant	-6.02859736199696
sgNFKB2_sgGuide1__TGIF2LX_492	4.96502608886412e-05	sgNFKB2_sgGuide1	TGIF2LX_492	0.00027339067704505	3.56321629948629	-0.232403324089027	non_significant	-3.56321629948629
sgNFKB2_sgGuide1__TGIF2LY_538	4.96502608886412e-05	sgNFKB2_sgGuide1	TGIF2LY_538	0.00027339067704505	3.56321629948629	-0.232403324089027	non_significant	-3.56321629948629
sgNFKB2_sgGuide1__THAP1_798	0.0408723147597319	sgNFKB2_sgGuide1	THAP1_798	0.0768011098077036	1.11463250418881	-0.05899640370007	non_significant	-1.11463250418881
sgNFKB2_sgGuide1__THRA_672	0.0646033170891977	sgNFKB2_sgGuide1	THRA_672	0.110849003806361	0.955268205511553	-0.162521928677975	non_significant	-0.955268205511553
sgNFKB2_sgGuide1__THRB_684	0.278666776584668	sgNFKB2_sgGuide1	THRB_684	0.330607659632232	0.480687088763736	-0.014543358389404	non_significant	-0.480687088763736
sgNFKB2_sgGuide1__TLX1_425	0.0497902412442966	sgNFKB2_sgGuide1	TLX1_425	0.090433214786092	1.04367203026636	0.0803675553686888	non_significant	1.04367203026636
sgNFKB2_sgGuide1__TLX2_436	0.173216629914991	sgNFKB2_sgGuide1	TLX2_436	0.233279362269415	0.632123680618861	0.0956966737245938	non_significant	0.632123680618861
sgNFKB2_sgGuide1__TLX3_505	0.0497902412442966	sgNFKB2_sgGuide1	TLX3_505	0.090433214786092	1.04367203026636	0.0803675553686888	non_significant	1.04367203026636
sgNFKB2_sgGuide1__TOPORS_814	0.477784251343487	sgNFKB2_sgGuide1	TOPORS_814	0.483339882173063	0.315747368128088	-0.0732185362259161	non_significant	-0.315747368128088
sgNFKB2_sgGuide1__TP53_706	0.188737889663101	sgNFKB2_sgGuide1	TP53_706	0.251073339460089	0.600199400947318	-0.0824383541195216	non_significant	-0.600199400947318
sgNFKB2_sgGuide1__TP63_704	0.00482317256163938	sgNFKB2_sgGuide1	TP63_704	0.0141602274192146	1.848929771638	-0.20442016604326	non_significant	-1.848929771638
sgNFKB2_sgGuide1__TP73_705	0.0212909522208785	sgNFKB2_sgGuide1	TP73_705	0.0499234075719756	1.30169577911091	-0.106820448715992	non_significant	-1.30169577911091
sgNFKB2_sgGuide1__TWIST1_42	1.0984588517693e-09	sgNFKB2_sgGuide1	TWIST1_42	1.87384157066527e-08	7.7272671305744	-0.45432437501879	significant	-7.7272671305744
sgNFKB2_sgGuide1__TWIST2_101	0.00299343796872353	sgNFKB2_sgGuide1	TWIST2_101	0.00950471179850173	2.02206104725913	-0.156279079565354	non_significant	-2.02206104725913
sgNFKB2_sgGuide1__UBP1_393	0.00106247215706622	sgNFKB2_sgGuide1	UBP1_393	0.00391674057901531	2.40707519251473	0.217704855942607	non_significant	2.40707519251473
sgNFKB2_sgGuide1__UNCX_507	0.0119060590728272	sgNFKB2_sgGuide1	UNCX_507	0.0311059201001791	1.50715694788117	0.0825473703009399	non_significant	1.50715694788117
sgNFKB2_sgGuide1__USF1_60	0.461925815925497	sgNFKB2_sgGuide1	USF1_60	0.47446925602737	0.323791923110736	0.027924813402731	non_significant	0.323791923110736
sgNFKB2_sgGuide1__USF2_26	0.0284846492205238	sgNFKB2_sgGuide1	USF2_26	0.0589679598425788	1.22938389756453	-0.082968748257523	non_significant	-1.22938389756453
sgNFKB2_sgGuide1__VAX1_489	0.193156646865594	sgNFKB2_sgGuide1	VAX1_489	0.255778208178184	0.592136459353511	0.0406572451605445	non_significant	0.592136459353511
sgNFKB2_sgGuide1__VAX2_439	0.193156646865594	sgNFKB2_sgGuide1	VAX2_439	0.255778208178184	0.592136459353511	0.0406572451605445	non_significant	0.592136459353511
sgNFKB2_sgGuide1__VDR_663	0.385630732431681	sgNFKB2_sgGuide1	VDR_663	0.425759818801475	0.370835327623427	-0.024751715898487	non_significant	-0.370835327623427
sgNFKB2_sgGuide1__VENTX_490	0.0639785422011625	sgNFKB2_sgGuide1	VENTX_490	0.110849003806361	0.955268205511553	0.0631394848469234	non_significant	0.955268205511553
sgNFKB2_sgGuide1__VSX1_408	0.0203071750293861	sgNFKB2_sgGuide1	VSX1_408	0.0485363798779283	1.3139326189738	0.153884277123225	non_significant	1.3139326189738
sgNFKB2_sgGuide1__VSX2_442	0.106178742258284	sgNFKB2_sgGuide1	VSX2_442	0.163207607358139	0.787259601975159	-0.0848182222590466	non_significant	-0.787259601975159
sgNFKB2_sgGuide1__VTN_430	0.00177570951201445	sgNFKB2_sgGuide1	VTN_430	0.00622930353005068	2.20556050710716	0.253008580848662	significant	2.20556050710716
sgNFKB2_sgGuide1__WT1_266	7.26059665924059e-09	sgNFKB2_sgGuide1	WT1_266	1.08908949888609e-07	6.96293642944969	0.270964026307511	significant	6.96293642944969
sgNFKB2_sgGuide1__XBP1_109	0.145800137297266	sgNFKB2_sgGuide1	XBP1_109	0.203887707429152	0.690608957432349	0.07729660668471	non_significant	0.690608957432349
sgNFKB2_sgGuide1__YBX1_290	1.07454948276746e-10	sgNFKB2_sgGuide1	YBX1_290	2.32476088540908e-09	8.63362171008059	0.414587586464805	significant	8.63362171008059
sgNFKB2_sgGuide1__YBX2_827	0.377547190290943	sgNFKB2_sgGuide1	YBX2_827	0.419079391981994	0.377703694853472	-0.0282335411429616	non_significant	-0.377703694853472
sgNFKB2_sgGuide1__YY1_173	0.000106437265298403	sgNFKB2_sgGuide1	YY1_173	0.000534237986947722	3.27226523474363	0.235156101808287	non_significant	3.27226523474363
sgNFKB2_sgGuide1__YY2_284	1.53232825967741e-05	sgNFKB2_sgGuide1	YY2_284	0.000101765311902241	3.99240023198632	0.235616333372343	non_significant	3.99240023198632
sgNFKB2_sgGuide1__ZBED1_816	0.107623112138535	sgNFKB2_sgGuide1	ZBED1_816	0.165135992170239	0.782158259884658	0.0801791443727253	non_significant	0.782158259884658
sgNFKB2_sgGuide1__ZBTB1_203	0.0157192757262519	sgNFKB2_sgGuide1	ZBTB1_203	0.0396728628735709	1.40150645883181	0.16879377300024	non_significant	1.40150645883181
