T0-ATAC-rep1.proatac	T0-ATAC-rep2.proatac	T0-ATAC-rep3.proatac	T24H-ATAC-rep1.proatac	T24H-ATAC-rep2.proatac	T24H-ATAC-rep3.proatac
11	11	8	37	19	16
49	48	171	67	22	47
11	17	68	27	14	32
7	9	18	42	13	41
15	19	25	28	14	30
44	39	199	59	30	55
46	48	159	93	26	61
25	31	159	43	21	52
13	6	53	23	11	19
5	10	54	23	13	22
10	18	28	14	17	25
64	43	306	104	40	110
8	10	35	16	11	19
23	20	39	30	19	34
44	36	236	76	48	95
20	36	121	29	30	47
10	16	68	23	22	40
13	7	28	11	8	17
41	30	208	69	36	50
58	58	218	83	33	76
38	36	116	33	19	36
4	14	9	20	25	20
5	11	31	13	8	14
9	14	37	16	15	10
5	9	16	43	17	36
14	14	52	18	15	27
19	29	79	32	24	43
18	23	69	28	11	31
25	28	139	58	34	68
13	12	13	23	9	9
14	18	37	42	10	28
18	20	36	31	18	36
12	22	31	26	14	23
20	21	52	9	9	21
5	5	22	3	5	14
7	8	8	14	9	22
21	3	45	9	10	23
9	20	60	20	15	28
18	32	108	55	28	74
15	14	54	22	9	34
27	31	84	47	23	50
6	15	62	8	6	23
55	52	222	100	45	92
19	33	44	43	19	28
40	37	127	43	20	65
30	30	102	44	24	49
28	35	192	40	25	57
13	23	64	32	20	26
43	39	222	72	36	53
35	36	84	48	23	33
12	16	41	47	18	34
10	10	28	14	11	24
21	18	38	36	20	39
28	38	122	47	19	44
39	39	222	73	47	85
27	33	120	53	27	49
11	8	29	27	10	34
20	18	61	38	19	27
14	16	28	24	10	22
6	18	23	17	6	11
24	22	59	33	19	31
9	8	18	29	16	25
7	7	12	57	19	26
14	8	20	28	5	26
7	9	42	33	28	65
11	13	33	29	18	43
15	10	38	16	11	27
5	13	12	21	18	38
18	20	50	13	15	14
7	11	37	10	10	22
12	9	16	21	19	45
7	7	36	8	10	18
6	10	19	16	11	32
1	3	17	24	16	27
4	5	32	11	7	15
43	44	227	87	27	75
28	13	87	27	14	54
8	14	60	14	11	34
46	43	214	87	27	66
11	19	25	20	15	32
18	12	71	30	21	38
22	27	136	28	21	38
16	12	129	28	16	34
13	15	27	21	11	29
7	13	24	5	5	11
8	10	27	17	8	11
18	16	57	22	8	17
38	33	87	72	29	40
10	4	22	21	10	31
11	20	41	19	7	19
11	12	86	15	12	27
14	9	26	11	12	13
21	26	60	38	27	22
19	19	68	24	16	40
4	8	15	18	13	29
4	18	17	30	15	36
4	9	17	46	17	45
14	13	67	21	10	26
28	26	94	50	29	34
20	21	79	29	14	36
21	12	40	32	13	24
12	16	42	19	11	17
11	8	12	25	15	25
6	8	38	12	5	16
13	20	20	25	9	14
19	23	48	33	10	31
18	20	73	34	12	29
21	17	15	30	12	22
15	9	31	57	26	67
16	14	22	32	12	35
10	12	13	29	17	21
12	12	12	12	9	28
10	20	36	23	9	12
9	11	24	5	7	7
12	17	22	14	7	15
8	7	20	9	4	15
21	35	131	50	25	57
25	32	159	56	29	57
25	31	197	36	21	56
12	15	37	15	21	27
26	25	39	37	19	35
20	31	91	43	31	46
50	59	326	79	38	94
5	7	8	21	14	30
11	18	8	15	11	21
9	13	27	21	10	12
7	12	78	12	3	14
16	11	34	13	12	14
14	19	86	16	12	29
7	9	19	21	9	13
13	9	58	18	11	26
15	12	68	17	13	24
28	35	114	49	16	45
20	28	114	33	13	35
50	46	195	50	22	37
20	31	132	42	22	39
24	26	183	51	23	41
33	40	191	67	22	54
44	33	157	48	33	50
43	40	183	69	38	80
25	28	74	24	13	15
36	38	187	72	27	64
16	19	46	20	13	31
22	27	66	47	19	37
47	41	134	81	21	74
63	35	200	99	33	70
73	50	353	88	49	79
16	10	24	22	14	21
37	36	166	34	20	24
28	38	105	39	20	47
30	31	61	44	19	24
8	15	25	31	11	18
20	13	54	32	19	41
41	32	184	47	39	65
8	15	16	18	14	10
11	19	26	17	22	14
9	15	38	15	17	22
10	11	29	9	9	16
51	41	204	77	51	84
4	9	7	23	10	15
58	38	206	101	54	97
8	19	19	21	9	16
24	29	92	47	19	42
38	33	149	59	34	56
55	55	280	99	46	109
54	45	188	89	47	82
25	32	91	48	30	38
30	35	107	46	26	46
21	20	26	17	16	20
42	41	153	59	21	50
34	34	72	51	25	37
24	22	36	24	16	24
20	15	43	24	8	17
37	32	88	61	41	38
32	29	135	43	28	45
33	39	140	63	46	46
31	46	114	43	35	60
32	37	135	35	10	25
16	19	86	30	21	22
27	28	53	38	23	22
23	17	44	42	25	27
22	12	17	17	11	14
12	22	52	27	16	31
32	24	16	25	13	19
53	63	237	98	43	84
10	10	16	23	12	35
35	48	214	88	22	78
27	23	78	49	20	47
25	34	128	43	31	62
39	24	122	52	23	45
58	58	178	89	48	56
22	15	87	28	24	32
37	34	137	49	40	56
27	29	118	37	27	46
18	21	34	34	22	28
3	6	10	22	15	24
16	17	24	33	14	26
45	52	279	85	37	99
43	37	99	56	29	34
19	26	34	34	12	33
11	14	12	27	16	34
39	54	149	58	28	51
48	49	156	118	47	109
38	39	111	76	31	60
15	16	38	34	18	32
50	44	214	100	42	109
21	24	64	45	24	29
15	22	53	23	19	26
17	31	72	43	27	34
51	48	190	46	32	53
46	45	244	113	43	104
33	33	113	62	14	45
15	18	49	6	8	11
8	12	26	12	16	8
14	14	45	12	16	20
12	13	27	15	13	20
20	25	63	50	24	36
10	10	29	16	16	16
17	16	47	19	12	28
39	40	95	65	29	51
42	26	96	36	26	36
23	23	49	33	24	30
49	47	228	81	31	85
51	39	159	79	32	67
7	12	29	11	12	21
19	38	82	40	20	37
55	55	138	80	34	58
23	25	39	18	12	19
15	16	42	22	16	26
13	10	57	18	11	22
37	46	73	51	22	41
66	65	192	115	42	101
13	15	44	20	17	19
11	4	40	12	13	19
23	21	40	36	19	27
26	27	80	48	32	44
15	28	19	23	14	20
29	20	63	31	16	36
12	17	40	17	14	16
34	42	151	50	37	68
30	36	173	76	30	75
5	7	5	12	10	30
11	6	36	15	16	22
18	18	33	38	11	26
18	14	45	14	9	23
20	38	85	64	30	47
9	11	22	11	7	11
70	53	325	139	51	135
37	43	164	67	27	62
14	10	38	21	13	22
17	27	43	29	15	17
26	26	86	44	26	38
25	16	26	23	20	31
20	30	58	40	12	41
36	25	72	35	21	33
35	26	73	51	24	41
44	37	112	86	56	60
14	23	35	22	23	28
33	37	90	47	22	43
12	15	38	13	8	16
11	30	48	38	21	52
30	27	84	41	22	51
24	13	18	19	10	26
13	12	47	11	8	17
50	57	290	95	40	86
31	39	26	31	37	21
13	16	30	28	7	11
4	6	28	9	7	12
6	0	35	9	0	26
14	15	24	8	7	22
22	15	29	20	17	24
31	32	140	75	31	52
4	4	28	8	4	4
2	7	30	6	3	7
17	19	43	17	10	22
16	18	16	21	15	14
41	31	89	44	21	54
6	14	10	45	8	32
15	18	39	15	16	23
14	14	43	9	5	13
44	37	138	92	34	70
15	17	45	26	10	17
8	8	26	11	12	9
13	24	60	32	17	30
41	36	123	64	20	54
16	13	20	17	19	31
38	40	147	68	31	70
17	19	54	10	13	23
13	20	49	52	20	53
55	39	243	81	32	83
40	39	187	63	40	62
37	35	183	51	27	58
13	16	12	34	17	24
19	21	66	60	31	57
16	12	15	8	9	24
8	10	18	11	5	14
9	13	28	6	10	10
18	8	49	55	24	42
51	59	206	74	35	83
6	11	29	41	20	44
39	41	174	72	42	89
19	24	72	19	17	18
9	10	34	18	14	29
33	39	65	50	13	31
56	53	309	118	55	119
14	12	22	20	10	32
7	8	27	11	12	18
22	42	79	53	32	41
54	50	239	83	39	100
31	24	90	61	20	45
3	6	28	21	9	30
8	11	20	14	16	23
25	30	124	58	36	48
5	12	5	14	14	25
9	9	32	20	8	17
16	10	38	19	6	18
3	6	8	35	9	27
29	29	185	23	12	37
8	12	45	38	14	35
13	13	66	16	6	10
19	12	89	15	10	21
11	5	20	6	6	9
4	5	10	40	19	30
7	9	22	6	7	4
6	6	19	3	5	7
5	6	30	11	10	16
30	38	148	59	13	61
8	11	35	19	9	19
61	64	231	76	34	85
8	13	34	27	11	14
4	12	24	10	8	17
48	72	215	111	34	93
13	12	44	15	6	16
10	9	47	30	17	24
11	14	20	11	11	27
29	34	138	50	19	40
10	8	27	12	17	16
17	21	125	22	12	34
5	12	7	19	8	11
38	34	125	67	29	62
30	24	139	43	26	35
9	11	33	18	13	25
9	7	10	39	20	26
5	9	23	9	11	12
32	36	114	58	33	46
48	48	213	110	45	95
15	17	27	18	11	22
14	11	48	25	11	27
13	11	57	14	7	14
10	13	58	13	18	21
28	30	71	33	15	26
25	38	71	54	23	44
10	10	27	10	6	15
11	12	41	13	16	11
19	17	112	54	23	42
31	29	167	88	33	86
13	11	39	19	10	30
71	71	494	183	59	159
12	19	53	14	8	19
7	19	33	18	10	20
6	5	30	24	8	34
16	28	55	34	22	32
21	35	90	42	28	42
16	10	28	11	12	22
35	28	121	65	28	47
21	27	109	25	12	12
38	35	120	58	36	69
10	9	42	8	13	17
15	23	55	25	22	29
24	31	110	34	24	48
52	43	308	120	30	87
10	15	14	28	18	51
8	21	27	19	12	22
14	19	32	11	7	12
67	41	178	100	42	63
9	14	55	7	10	11
19	27	73	26	11	24
45	47	213	67	38	76
6	11	23	16	10	22
53	55	334	96	40	85
10	15	22	13	7	23
33	35	115	57	23	41
30	25	60	38	21	22
19	9	41	17	16	26
13	16	42	21	12	30
16	9	10	19	11	6
7	7	9	27	18	40
19	22	29	37	21	23
8	11	6	26	24	25
36	40	159	56	33	50
12	18	11	29	19	29
18	15	17	25	22	19
5	9	14	26	16	29
16	11	29	13	10	11
25	21	60	15	25	30
48	40	108	77	35	59
9	5	29	10	5	24
11	18	27	17	16	14
7	4	14	27	20	25
47	42	239	94	39	112
43	47	147	57	25	53
18	23	44	25	17	32
16	10	20	41	21	40
18	18	48	26	19	19
18	11	30	61	29	39
13	20	27	48	36	56
20	23	64	24	17	29
27	27	61	19	15	29
19	18	61	24	19	22
12	22	40	21	12	24
18	30	69	46	24	38
13	17	28	60	32	46
20	22	56	50	24	41
23	23	48	25	14	34
25	18	82	8	11	35
19	20	53	18	15	24
19	32	128	30	25	45
12	24	47	21	22	21
6	11	21	28	11	19
13	18	43	20	15	30
20	13	43	21	17	25
17	14	55	30	18	30
22	40	102	32	24	38
17	25	32	38	27	47
7	15	11	29	12	12
27	17	42	29	20	35
4	4	2	23	8	14
21	23	27	34	23	40
16	10	49	23	28	29
8	17	18	17	22	15
8	9	14	17	11	13
14	11	25	23	19	34
13	18	19	29	16	32
8	10	20	51	24	30
14	15	34	36	17	39
14	20	46	20	10	31
5	1	21	33	26	30
13	14	38	44	25	45
14	15	16	33	18	26
12	9	16	61	36	46
20	15	48	42	28	36
7	13	15	80	29	48
40	35	93	46	28	43
6	5	10	25	14	14
33	26	85	62	20	38
16	10	19	20	14	21
34	39	129	53	29	52
20	26	54	26	21	38
19	23	40	15	17	29
38	30	161	74	36	69
41	30	154	60	37	83
17	13	45	20	17	37
40	51	161	82	35	70
14	12	26	14	13	23
17	18	33	18	17	23
74	64	234	111	49	96
13	9	33	14	10	22
14	22	37	19	21	22
14	28	94	40	33	36
15	15	36	12	11	17
16	20	32	11	15	19
12	20	53	27	17	24
18	29	57	23	21	25
34	40	129	37	25	35
23	26	74	17	13	20
12	27	29	11	15	21
31	25	77	17	16	18
28	27	55	37	27	28
37	41	207	59	38	67
45	43	197	76	37	74
9	13	30	15	14	10
37	35	123	77	26	79
24	39	57	27	17	26
17	14	32	24	14	25
16	20	16	32	17	22
38	38	85	46	21	37
16	30	110	39	21	40
54	32	133	56	26	78
19	31	70	37	19	31
31	28	66	47	12	34
16	23	23	18	13	17
11	5	41	16	17	17
32	36	82	54	18	47
11	12	27	18	12	14
60	64	285	112	43	90
46	53	150	97	32	65
6	13	30	13	25	31
18	27	80	46	29	39
20	26	76	40	18	27
8	10	7	13	9	29
8	9	27	9	12	15
13	11	37	20	14	19
13	11	20	14	9	27
34	38	147	77	37	44
25	18	67	18	15	17
24	25	97	9	8	10
4	15	22	15	11	14
18	21	47	36	17	30
14	33	53	27	23	22
19	20	29	18	8	19
22	27	82	26	20	28
24	31	115	23	21	41
29	24	71	50	25	44
16	16	33	13	18	21
28	21	113	78	38	70
11	4	22	21	10	28
47	28	161	78	40	54
12	15	33	9	4	14
7	14	42	12	11	18
14	18	60	25	13	30
13	11	54	36	19	35
11	12	29	8	16	19
11	14	25	30	14	19
15	29	49	31	15	16
10	9	21	14	7	15
11	12	21	8	6	8
13	4	25	5	7	12
34	38	95	39	20	33
42	38	99	77	33	66
51	49	176	78	23	69
6	10	4	26	8	9
26	34	81	29	18	37
16	12	28	19	16	30
32	21	149	21	13	28
38	25	80	44	25	37
27	23	77	38	17	37
26	36	78	26	19	47
14	23	58	31	30	30
15	15	40	16	23	26
18	12	36	16	10	26
16	14	41	23	5	25
23	19	39	33	21	37
6	6	6	38	10	25
26	24	55	31	23	32
16	15	24	15	16	15
28	37	103	43	18	42
19	11	44	13	11	20
50	43	224	84	45	74
35	43	121	57	24	56
12	16	33	15	16	16
25	24	62	33	10	26
16	14	41	33	17	24
24	22	70	15	16	37
24	17	83	17	14	19
14	16	57	6	6	8
66	67	287	80	41	76
22	13	101	29	30	39
7	8	23	12	8	11
9	16	58	19	13	30
17	9	24	13	4	19
36	53	153	87	34	66
32	23	78	52	17	36
15	20	32	14	17	22
12	17	52	27	18	32
44	42	162	70	30	64
21	22	41	12	20	19
17	20	51	20	17	18
27	40	134	32	15	52
15	22	72	24	18	33
20	23	56	21	19	22
19	19	32	32	19	35
12	14	40	11	9	22
46	38	138	74	40	62
11	18	39	18	12	14
13	12	34	19	19	19
7	9	22	11	5	11
32	30	57	47	21	37
16	15	32	39	12	26
11	13	36	25	15	18
19	23	38	25	18	32
10	5	21	33	15	22
6	13	27	21	11	14
46	45	199	88	46	77
22	11	71	13	12	15
13	19	54	23	10	27
10	21	31	15	11	19
11	12	32	17	13	19
36	44	137	75	32	51
11	9	11	23	13	12
16	12	19	63	41	56
14	19	26	12	12	15
16	18	18	31	26	16
8	10	11	15	23	21
6	9	10	21	11	17
58	49	260	81	29	83
80	60	237	83	38	72
39	59	163	49	27	58
38	39	137	61	27	40
9	6	16	19	15	26
35	54	223	93	33	86
8	13	31	11	21	25
24	24	70	36	24	39
27	15	86	42	19	46
28	29	58	51	21	23
17	25	22	23	16	21
14	30	54	27	20	30
15	24	14	24	17	16
2	10	25	12	7	16
44	59	316	91	39	92
10	9	26	16	5	21
41	44	214	77	34	95
22	30	97	7	10	16
11	13	37	18	11	21
10	9	20	10	8	12
8	10	21	9	11	14
10	5	8	25	4	16
49	45	249	81	30	91
10	7	47	23	10	25
31	27	120	68	25	52
20	16	64	35	12	29
15	25	45	17	11	21
17	15	20	24	16	14
20	25	84	38	18	35
28	28	73	41	23	44
32	17	65	32	27	18
9	12	12	22	10	13
22	23	112	24	16	25
53	51	156	107	27	73
4	15	27	10	5	25
16	14	66	20	10	20
22	19	50	55	28	40
7	6	4	26	9	15
19	38	85	50	32	55
36	27	126	65	21	71
18	35	87	59	16	51
12	7	6	25	13	12
4	12	14	25	15	36
52	56	165	82	28	77
30	40	71	62	26	59
11	14	12	25	25	43
40	46	128	48	18	58
21	34	49	21	19	24
25	33	119	34	27	40
12	16	44	22	17	22
19	19	78	25	14	33
45	41	178	72	42	63
9	9	15	28	21	26
22	26	49	34	24	31
12	16	32	19	11	21
5	16	21	32	16	39
7	6	18	7	8	15
22	28	85	45	24	45
9	16	29	16	13	22
13	7	22	31	22	39
29	30	65	68	26	65
30	45	56	49	18	28
41	30	63	53	32	51
28	24	96	30	11	25
36	47	230	84	35	101
26	33	89	55	17	43
39	43	105	58	32	47
6	9	18	42	13	53
14	22	84	17	10	20
15	16	43	29	16	26
8	21	9	12	8	14
2	12	10	24	12	31
13	11	24	14	15	14
14	13	56	33	22	31
13	18	31	33	19	25
9	13	35	18	12	17
27	20	56	38	17	25
20	8	46	12	7	18
13	15	37	20	10	27
6	6	10	24	8	17
28	23	81	37	26	31
40	46	138	78	25	76
14	16	64	18	13	22
10	9	25	13	12	19
28	29	84	42	20	53
29	32	81	74	41	50
50	46	258	62	20	65
35	31	63	40	24	36
20	18	29	18	11	22
19	13	28	36	20	28
28	46	86	63	22	51
31	41	137	64	25	52
46	53	167	52	48	69
18	27	50	38	24	37
22	25	96	44	24	31
44	38	196	85	47	97
47	48	217	88	47	67
18	20	86	35	16	33
17	12	48	42	28	42
15	17	46	43	26	63
18	13	23	21	19	16
26	23	55	55	13	39
21	24	112	38	29	63
9	12	10	36	13	8
16	17	30	17	21	21
8	14	26	5	7	7
12	13	11	17	9	10
8	11	58	70	29	46
8	23	34	18	13	20
15	28	60	30	21	35
35	30	104	34	21	38
48	49	216	112	58	111
30	31	83	42	30	37
36	37	146	37	23	49
22	26	52	35	21	25
16	8	18	29	21	35
24	24	86	37	19	26
7	7	27	6	12	11
34	43	123	58	31	48
15	17	66	16	16	17
19	34	58	30	18	37
20	19	38	20	16	26
17	16	28	16	16	15
13	14	23	32	25	35
18	21	21	43	31	34
17	5	32	101	47	103
8	7	16	49	27	62
6	8	12	45	15	20
16	8	24	65	49	79
9	15	32	32	12	28
6	8	15	19	9	14
10	15	10	11	9	37
5	9	11	28	17	12
16	19	81	22	21	29
7	12	11	23	20	20
16	15	67	15	10	28
25	20	87	37	22	36
9	9	15	34	19	32
7	21	12	91	32	57
7	16	24	28	11	22
28	34	93	42	13	49
4	11	25	13	5	12
8	7	22	24	6	23
36	35	121	56	19	57
8	11	28	17	8	11
50	57	166	101	45	63
26	33	73	48	34	50
41	53	183	90	46	51
25	24	129	25	9	35
38	57	169	72	37	77
32	22	49	67	28	39
18	23	64	39	20	32
20	19	53	40	27	60
15	12	33	47	35	48
21	22	64	27	23	26
8	13	16	44	20	32
17	23	63	59	33	78
29	32	62	45	24	35
26	25	84	46	33	79
27	30	64	39	26	28
15	14	25	17	5	20
16	20	45	27	20	28
24	33	78	48	28	53
23	14	50	22	20	30
14	11	30	8	7	12
38	39	213	50	23	56
22	23	85	13	15	22
10	16	31	14	8	14
38	34	50	40	23	26
61	58	167	67	45	69
11	9	28	16	10	13
20	18	33	15	15	16
14	6	44	18	13	15
30	27	96	58	29	60
10	8	19	10	11	9
16	21	66	28	21	29
17	22	37	16	13	19
16	17	31	26	11	19
31	29	98	30	20	47
21	30	72	45	27	50
16	13	28	36	21	28
9	12	37	10	11	18
13	8	40	18	16	22
14	20	29	16	12	20
31	36	81	33	20	41
9	9	23	12	21	15
51	65	194	85	49	95
25	25	122	47	24	42
15	15	46	14	9	15
27	33	100	47	30	53
45	29	138	49	34	61
8	6	26	17	17	18
14	10	33	56	36	61
40	46	153	69	33	52
14	15	31	15	16	23
18	23	64	30	19	43
9	21	48	63	21	61
17	17	43	28	22	32
17	17	34	15	13	17
9	11	6	36	28	38
40	32	57	50	29	30
11	12	21	14	17	28
13	16	7	64	30	50
3	3	3	19	19	7
14	22	13	43	18	28
5	6	20	11	8	8
16	26	119	36	22	50
14	10	23	11	15	21
11	8	35	23	9	17
20	12	30	18	12	31
36	42	117	56	25	61
23	28	53	57	22	42
67	51	185	87	40	70
40	43	99	63	35	55
23	31	62	57	35	38
13	19	45	16	8	19
34	53	124	72	48	57
10	16	26	15	11	10
11	17	27	6	4	18
23	25	97	26	15	19
48	46	199	68	36	69
43	35	147	60	24	52
21	23	68	10	16	11
33	41	90	49	28	64
55	40	274	91	39	105
32	39	94	50	31	38
19	15	27	12	11	21
12	25	38	35	24	30
11	12	8	24	12	17
14	20	49	45	27	43
9	4	6	41	21	32
9	5	13	35	18	35
27	32	71	51	30	37
41	36	84	64	34	64
44	36	125	73	27	64
33	42	61	34	21	25
9	15	54	23	11	31
13	14	59	20	15	23
16	23	34	17	13	18
11	12	15	8	8	25
30	18	44	32	9	21
30	14	44	33	16	31
7	11	34	20	19	32
20	24	51	26	18	26
16	14	39	30	17	22
24	21	71	22	21	28
31	33	80	67	25	43
21	21	46	37	20	28
7	23	34	19	11	21
29	26	82	42	26	37
16	7	42	28	18	20
34	27	61	55	26	50
31	36	55	62	24	47
22	12	28	16	9	14
22	25	85	37	28	54
12	11	41	34	18	34
34	31	92	34	26	49
28	26	59	52	17	24
32	33	127	58	48	57
20	30	83	62	30	71
33	24	97	60	27	39
33	34	73	48	29	42
5	8	12	44	11	40
34	43	123	55	33	49
43	36	123	57	42	54
23	10	33	19	19	18
23	24	44	23	19	24
19	23	42	20	13	22
13	14	24	28	10	30
12	13	20	19	13	17
20	25	51	39	26	37
34	36	69	51	27	37
17	12	49	28	19	36
33	33	150	61	41	69
42	38	82	54	27	35
57	55	177	56	39	60
41	43	103	62	34	72
26	31	96	40	28	31
20	29	37	44	29	38
52	59	106	65	26	40
46	43	98	60	33	48
23	26	83	60	21	39
18	9	23	39	22	20
27	29	47	45	29	39
33	32	53	31	18	24
38	37	99	58	33	45
24	29	54	22	20	22
25	25	58	28	21	20
24	28	71	51	22	34
40	22	122	55	32	50
25	30	50	26	14	32
25	34	98	67	39	61
33	37	88	49	43	45
57	60	205	87	44	71
26	36	104	22	18	37
50	55	164	55	34	52
24	24	84	29	30	30
21	11	54	30	20	42
24	29	66	35	23	24
45	48	181	85	46	75
54	62	222	89	53	90
12	12	40	15	6	12
16	22	59	41	25	49
16	12	43	16	16	19
20	26	54	25	21	37
52	51	112	55	21	51
42	44	96	47	23	50
23	29	70	22	15	30
32	33	108	57	34	36
5	12	9	20	10	14
30	28	49	40	15	26
13	26	46	12	16	26
26	34	60	37	25	30
22	21	72	52	30	34
49	34	150	64	36	55
35	50	178	63	37	62
43	34	122	55	39	72
33	31	116	54	28	49
18	26	52	26	18	31
27	21	58	33	21	27
35	34	140	60	32	51
28	20	38	44	24	36
29	22	38	21	18	20
33	38	137	62	21	57
27	30	109	60	31	44
70	54	135	83	37	56
16	10	42	17	13	24
10	15	18	10	10	18
26	36	105	60	32	43
21	29	71	28	18	30
56	55	146	105	41	78
23	29	83	34	21	36
58	69	163	62	55	58
41	41	103	52	30	31
29	29	87	47	28	34
52	48	133	59	27	55
35	43	134	71	44	72
21	28	55	22	12	24
55	45	166	76	36	67
40	33	101	45	31	34
43	30	88	61	27	47
42	45	77	42	20	36
48	29	96	43	17	37
40	38	93	66	32	64
14	21	50	16	22	30
48	48	284	116	61	115
54	47	169	72	43	55
21	21	56	25	17	24
18	20	53	35	22	29
19	23	58	28	22	34
31	37	124	64	31	69
34	32	92	33	23	41
9	10	45	15	17	15
23	38	69	19	26	23
36	26	57	35	19	39
23	19	64	35	18	36
29	23	69	32	19	28
62	49	156	56	32	62
21	22	38	16	10	14
26	24	45	42	31	43
19	18	36	28	17	23
47	41	79	85	43	62
29	26	48	27	34	36
25	32	49	50	33	48
49	35	100	35	31	30
37	29	86	47	32	48
13	12	17	27	12	15
14	17	32	10	16	20
25	36	85	34	23	41
13	11	32	17	19	25
14	15	37	12	18	17
30	26	103	49	28	36
29	32	107	40	19	39
55	64	184	110	45	75
14	11	32	32	11	26
49	51	152	45	49	49
31	38	176	77	32	72
33	38	89	73	30	49
40	35	109	28	34	39
40	28	130	67	34	95
78	49	186	94	64	108
14	28	69	7	8	11
9	7	39	9	13	19
16	12	57	17	14	26
8	9	16	25	20	24
26	30	125	28	16	38
13	17	48	19	13	17
17	17	30	38	27	30
18	8	40	14	9	12
14	12	49	7	9	13
8	17	59	21	18	33
7	10	11	28	23	29
30	15	82	24	14	22
21	19	83	30	19	42
33	43	116	57	34	57
24	22	53	40	25	29
6	20	19	34	11	20
25	30	79	39	26	52
29	15	45	68	34	69
13	26	24	46	30	36
14	25	42	25	14	27
21	18	42	23	15	26
25	16	22	37	13	25
42	35	157	65	35	53
45	39	191	87	47	78
15	17	39	28	17	22
24	26	29	19	11	27
14	21	28	21	18	19
13	10	34	17	14	16
38	45	164	68	39	51
20	22	53	28	18	20
17	22	82	36	22	40
38	25	103	51	24	54
22	30	81	21	37	39
23	40	96	21	17	40
28	44	62	49	23	26
18	19	30	21	16	20
19	18	32	17	20	26
16	22	39	31	17	31
13	13	27	12	8	9
5	6	16	15	8	11
50	52	209	69	41	87
35	42	70	38	17	48
29	51	46	39	18	29
41	20	83	46	27	57
23	14	57	25	13	26
30	12	71	16	14	28
31	39	65	33	23	30
37	17	58	38	26	44
36	29	59	54	17	37
11	28	45	39	19	33
23	17	37	31	18	33
19	19	52	10	15	16
16	20	60	21	16	26
29	26	63	20	25	25
13	12	50	16	19	23
38	35	100	75	28	60
23	18	44	38	34	49
27	20	106	18	18	28
38	40	159	91	54	108
35	37	65	43	27	44
15	16	50	22	14	27
19	21	35	27	17	27
18	19	53	31	19	23
18	21	31	29	12	16
69	62	228	85	32	74
22	20	40	27	16	27
18	15	56	15	11	26
30	41	137	76	39	77
21	22	65	34	18	25
22	19	41	18	15	19
21	25	50	29	14	27
21	17	36	19	16	25
8	13	51	13	13	29
16	13	42	13	11	9
42	50	118	50	23	42
7	8	18	7	4	15
13	23	61	22	17	42
18	24	48	38	17	35
12	21	30	16	12	18
29	24	38	37	10	30
18	16	52	14	15	15
31	31	92	40	21	44
21	26	33	22	13	22
20	14	42	27	21	32
45	40	216	69	44	83
20	25	37	23	11	14
15	24	34	37	31	36
50	65	151	59	39	51
51	52	205	45	23	36
36	19	58	26	21	26
29	22	135	48	32	48
29	33	126	24	20	27
49	33	122	66	45	52
12	13	30	14	11	13
8	15	56	27	22	19
16	22	40	16	19	19
9	21	31	10	8	13
36	31	136	76	46	62
29	30	116	62	35	53
36	42	83	42	13	42
22	22	73	60	28	80
28	41	94	71	33	49
15	22	48	27	20	35
35	33	76	41	29	59
14	14	18	19	8	15
42	32	134	46	24	53
39	36	59	58	29	54
18	24	48	32	22	25
15	11	29	16	20	15
18	25	37	15	12	19
17	19	27	21	13	25
12	13	26	11	7	11
24	32	92	20	28	28
22	20	60	27	27	37
33	31	60	42	23	38
16	25	67	25	12	19
17	15	27	22	24	24
10	15	9	20	7	10
22	33	51	33	18	38
14	25	41	30	15	27
34	27	114	42	32	40
69	61	160	111	30	61
13	10	32	11	10	10
38	40	105	28	22	44
28	35	57	38	24	42
54	49	209	96	55	93
25	22	47	31	28	34
12	16	28	5	8	20
23	39	63	27	15	21
18	24	43	64	22	36
32	25	62	36	20	27
18	11	41	26	15	30
25	23	67	45	36	43
20	29	63	27	28	44
15	23	57	35	14	29
14	14	28	19	14	17
7	10	27	11	10	16
10	15	29	24	11	18
38	40	72	47	24	46
10	13	45	11	12	23
8	17	28	42	14	32
52	62	82	52	30	41
39	44	109	64	28	55
17	24	45	32	15	23
26	28	43	19	14	21
35	39	109	69	36	60
47	44	130	104	41	64
30	39	62	43	14	31
21	27	86	33	26	42
23	26	36	26	14	18
45	46	96	61	20	53
36	37	76	59	30	60
23	23	64	55	36	41
31	22	67	34	25	36
22	35	59	45	28	37
35	38	69	52	29	39
45	35	150	65	39	50
24	29	65	18	27	30
32	28	68	57	32	44
39	50	124	74	17	51
16	15	25	9	16	18
20	24	64	22	18	28
23	14	36	27	18	13
18	24	57	36	24	43
23	19	52	14	16	29
47	24	104	40	23	42
51	73	207	109	45	82
33	30	89	36	25	43
32	33	86	23	21	33
41	47	101	70	26	47
36	25	86	28	23	44
42	35	137	70	44	83
30	29	113	55	27	48
34	29	79	43	30	55
50	39	127	90	36	60
17	21	65	52	37	53
41	23	108	57	35	80
32	34	62	40	21	36
29	38	107	63	31	55
16	28	43	13	6	23
38	30	88	63	36	46
35	33	52	51	25	29
24	20	68	53	32	46
19	20	45	27	19	26
13	12	44	24	13	25
32	52	96	52	20	51
62	44	192	103	43	83
21	26	93	70	34	45
41	34	74	56	22	38
41	35	140	69	26	66
15	29	36	15	17	18
40	34	94	57	25	47
58	48	154	73	32	72
